JID,Year,Injury,Drunk,Medical_Fee,Care_Fee,Work_Loss,Fault_Ratio,Verdict_Total,Mental_Damage,Injury_Level,Court_KMEV,Court_KSEV,Court_NHEV,Court_PCEV,Court_SCDV,Court_SJEV,Court_SLEV,Court_TNEV,Court_TYEV,Court_臺灣南投地方法院,Court_臺灣嘉義地方法院,Court_臺灣基隆地方法院,Court_臺灣士林地方法院,Court_臺灣宜蘭地方法院,Court_臺灣屏東地方法院,Court_臺灣彰化地方法院,Court_臺灣新北地方法院,Court_臺灣新竹地方法院,Court_臺灣桃園地方法院,Court_臺灣橋頭地方法院,Court_臺灣澎湖地方法院,Court_臺灣臺中地方法院,Court_臺灣臺北地方法院,Court_臺灣臺南地方法院,Court_臺灣臺東地方法院,Court_臺灣花蓮地方法院,Court_臺灣苗栗地方法院,Court_臺灣雲林地方法院,Court_臺灣高等法院,Court_臺灣高雄地方法院,Medical_Fee_log,Care_Fee_log,Work_Loss_log,Mental_Damage_log
"CDEV,111,橋簡,356,20230414,2",111,傷害,0,208871,18000,514376,0.0,993264,180000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.24947690313746,9.798182590890704,13.150711738619764,12.100717685412471
"CDEV,111,橋簡,416,20240104,1",111,傷害,0,0,0,0,70.0,112892,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.206077645517674
"CDEV,111,橋簡,480,20230223,1",111,傷害,0,152344,31200,105195,0.0,10120,190000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.933902964708901,10.348205424565993,11.563580555749173,12.154784614286667
"CDEV,111,橋簡,562,20230615,1",111,重傷,0,0,0,0,0.0,7858450,500000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,13.122365377402328
"CDEV,111,橋簡,568,20251105,1",111,死亡,0,140896,158400,1281600,0.0,657694,500000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.855784405963862,11.972885071473847,14.063620635570585,13.122365377402328
"CDEV,111,橋簡,684,20230615,1",111,傷害,0,0,0,0,0.0,273161,140000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.849404844423074
"CDEV,111,橋簡,721,20230519,1",111,傷害,0,72064,0,0,0.0,128623,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.185323768517204,0.0,0.0,10.819798284210286
"CDEV,111,橋簡,738,20230113,1",111,傷害,0,30003,0,0,70.0,16610,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.309085985089528,0.0,0.0,11.289794413577894
"CDEV,111,橋簡,759,20231004,1",111,傷害,0,0,36000,1903863,0.0,228645,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,10.491301994830229,14.459396063210876,11.918397239722838
"CDEV,111,橋簡,761,20230119,1",111,傷害,0,0,0,0,0.0,542915,2700000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,14.80876270134486
"CDEV,111,橋簡,786,20230518,1",111,傷害,0,0,0,0,0.0,530833,160000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.982935344196433
"CDEV,111,橋簡,812,20240321,1",111,傷害,0,95424,12000,18761,50.0,193464,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.46609587761343,9.392745258631441,9.839588826685896,11.289794413577894
"CDEV,111,橋簡,814,20240912,1",111,重傷,0,458984,12656496,5888362,30.0,12656834,2000000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.036772808770126,16.353681238130033,15.588488588305733,14.508658238524095
"CDEV,111,橋簡,834,20230202,1",111,傷害,0,0,0,0,0.0,30000,45000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.714439990727769
"CDEV,111,橋簡,840,20230406,1",111,傷害,0,0,0,0,0.0,315740,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.206077645517674
"CDEV,111,橋簡,84,20230112,2",111,傷害,0,0,0,0,0.0,623540,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.206077645517674
"CDEV,111,橋簡,860,20230804,2",111,傷害,0,371102,36000,145062,0.0,158636,90000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.824234931090386,10.491301994830229,11.88492340980103,11.407576060361786
"CDEV,111,橋簡,861,20230602,1",111,傷害,0,3862,45000,38880,0.0,128072,70000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.259199362666282,10.714439990727769,10.568260978408226,11.156264806643742
"CDEV,111,橋簡,877,20230414,1",111,傷害,0,243338,87437,0,0.0,419351,160000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.402210811856543,11.378685249761752,0.0,11.982935344196433
"CDEV,111,橋簡,893,20230519,1",111,傷害,0,28435,0,0,0.0,47000,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.255411227049374,0.0,0.0,10.308985993422082
"CDEV,111,橋簡,899,20230218,1",111,傷害,0,2950,0,0,0.0,69395,210000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.989899374942939,0.0,0.0,12.25486757159303
"CDEV,111,橋簡,923,20230202,1",111,傷害,0,0,0,0,0.0,242099,110000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.608244735642321
"CDEV,111,橋簡,924,20230810,1",111,傷害,0,0,0,0,0.0,258561,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.51293546492023
"CDEV,111,橋簡,947,20230427,1",111,重傷,0,0,0,0,0.0,336993,120000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.695255355062795
"CDEV,111,橋簡,952,20231102,1",111,傷害,0,46003,270000,900751,0.0,30000,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.736483628212472,12.506180941677357,13.710985248979787,12.429220196836383
"CDEV,111,橋簡,954,20230810,1",111,重傷,0,0,0,0,0.0,886991,250000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.429220196836383
"CDEV,112,橋小,127,20230420,2",112,傷害,0,6476,0,0,0.0,25499,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.776012719182917,0.0,0.0,9.90353755128617
"CDEV,112,橋小,249,20231006,1",112,傷害,0,0,0,0,0.0,52332,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"CDEV,112,橋小,424,20230817,1",112,傷害,0,2380,0,0,0.0,26068,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.7752758464868625,0.0,0.0,9.90353755128617
"CDEV,112,橋小,518,20230804,1",112,傷害,0,2649,0,0,60.0,11721,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.882314918980268,0.0,0.0,9.90353755128617
"CDEV,112,橋小,844,20231129,1",112,傷害,0,2640,0,0,30.0,31133,12000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.878912912297133,0.0,0.0,9.392745258631441
"CDEV,112,橋小,897,20231018,1",112,傷害,0,250,0,0,80.0,9423,44424,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.5254529391317835,0.0,0.0,10.701557653022853
"CDEV,112,橋簡,1027,20240321,1",112,傷害,0,63339,0,0,0.0,181504,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.056272320092631,0.0,0.0,11.51293546492023
"CDEV,112,橋簡,1032,20240124,1",112,傷害,0,170618,36000,0,0.0,289518,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.0471882794679,10.491301994830229,0.0,11.918397239722838
"CDEV,112,橋簡,1034,20240321,1",112,傷害,0,52008,0,0,0.0,328495,180000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.85917205951056,0.0,0.0,12.100717685412471
"CDEV,112,橋簡,1088,20251016,1",112,傷害,0,84705,75000,1300026,0.0,1795091,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.346941716383892,11.225256725762893,14.077895591446858,12.206077645517674
"CDEV,112,橋簡,1090,20251229,2",112,重傷,0,89400,0,0,0.0,603156,3700000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.400887146781374,0.0,0.0,15.123843647884687
"CDEV,112,橋簡,1143,20240627,1",112,重傷,0,18307,150000,118800,0.0,543325,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.815093401773533,11.918397239722838,11.685205103383671,12.206077645517674
"CDEV,112,橋簡,187,20230804,1",112,傷害,0,649943,230400,151500,0.0,646568,120000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.38464148431421,12.347576548072231,11.928347504569842,11.695255355062795
"CDEV,112,橋簡,189,20230621,1",112,傷害,0,519,1300,0,0.0,38145,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.253828811575473,7.170888478512505,0.0,9.61587214452889
"CDEV,112,橋簡,190,20240827,1",112,傷害,0,136382,200000,230000,30.0,1187278,230000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.823222383193022,12.206077645517674,12.345838935721968,12.345838935721968
"CDEV,112,橋簡,204,20230920,1",112,傷害,0,28060,1200,628812,0.0,52139,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.242135990940183,7.0909098220799835,13.351589194183678,11.918397239722838
"CDEV,112,橋簡,212,20231109,1",112,重傷,0,0,0,0,0.0,770051,150000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.918397239722838
"CDEV,112,橋簡,222,20250206,1",112,傷害,0,46239,0,0,0.0,43099,860000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.741600503346259,0.0,0.0,13.664688831019712
"CDEV,112,橋簡,224,20231207,1",112,傷害,0,0,0,0,0.0,203918,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.611541086966115
"CDEV,112,橋簡,23,20250306,1",112,傷害,0,0,0,0,0.0,2129368,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.918397239722838
"CDEV,112,橋簡,27,20240110,1",112,傷害,0,14000,78000,0,70.0,104158,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.546884034617925,11.264476926102367,0.0,11.918397239722838
"CDEV,112,橋簡,331,20240523,1",112,重傷,0,0,1246500,0,0.0,0,600000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,14.035850984191718,0.0,13.304686600863562
"CDEV,112,橋簡,335,20231012,2",112,傷害,0,36287,0,0,0.0,471484,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.499242387087424,0.0,0.0,11.289794413577894
"CDEV,112,橋簡,358,20240704,2",112,死亡,0,0,0,0,0.0,83267,50000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.819798284210286
"CDEV,112,橋簡,360,20240827,1",112,傷害,0,68213,60000,463030,0.0,777521,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.130405101357162,11.002116507732017,13.045549285470637,12.611541086966115
"CDEV,112,橋簡,361,20240711,1",112,傷害,0,0,0,0,0.0,1276767,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.611541086966115
"CDEV,112,橋簡,362,20241101,1",112,傷害,0,915916,0,910312,0.0,915916,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.727681028197098,0.0,13.72154377539767,11.51293546492023
"CDEV,112,橋簡,388,20231228,1",112,死亡,0,35060,57600,0,80.0,33520,70000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.464844680601267,10.961295207644392,0.0,11.156264806643742
"CDEV,112,橋簡,390,20231109,1",112,傷害,0,0,0,0,0.0,62572,40000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.596659732783579
"CDEV,112,橋簡,432,20250226,1",112,傷害,0,0,0,0,30.0,1042485,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.611541086966115
"CDEV,112,橋簡,453,20230810,1",112,傷害,0,0,0,0,0.0,22552,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"CDEV,112,橋簡,454,20230928,1",112,傷害,0,0,0,0,0.0,14312,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.918397239722838
"CDEV,112,橋簡,480,20240416,1",112,傷害,0,437110,33600,1099200,0.0,436730,160000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.987942446400686,10.422311107413181,13.910094110202355,11.982935344196433
"CDEV,112,橋簡,540,20241017,1",112,死亡,0,323033,0,0,0.0,855179,2000000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.68551285982291,0.0,0.0,14.508658238524095
"CDEV,112,橋簡,566,20231214,1",112,傷害,0,0,0,0,0.0,414810,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.289794413577894
"CDEV,112,橋簡,589,20241101,1",112,傷害,0,10000,252000,14400,0.0,83319,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.210440366976517,12.437188334739655,9.575052927597383,11.918397239722838
"CDEV,112,橋簡,600,20250821,1",112,重傷,0,0,0,0,10.0,236936,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.206077645517674
"CDEV,112,橋簡,633,20240530,1",112,傷害,0,1311539,16000,6468,0.0,1796079,350000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.086712577252102,9.680406499268875,8.774776816043985,12.765691290604371
"CDEV,112,橋簡,651,20240822,1",112,重傷,0,0,0,0,80.0,1175875,250000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.429220196836383
"CDEV,112,橋簡,716,20231207,1",112,傷害,0,74394,0,0,0.0,53215,60000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.217144014261798,0.0,0.0,11.002116507732017
"CDEV,112,橋簡,721,20231123,1",112,傷害,0,178110,0,0,50.0,166110,60000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.090162230424959,0.0,0.0,11.002116507732017
"CDEV,112,橋簡,742,20240502,1",112,重傷,0,0,0,0,0.0,1991660,400000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.899222326086994
"CDEV,112,橋簡,754,20240328,1",112,重傷,0,0,0,0,0.0,300423,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.206077645517674
"CDEV,112,橋簡,768,20231214,1",112,傷害,0,60620,145200,0,0.0,265628,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.012396646681605,11.885874268401459,0.0,11.289794413577894
"CDEV,112,橋簡,778,20241128,1",112,傷害,0,0,0,147342,0.0,366975,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,11.900518481099155,12.429220196836383
"CDEV,112,橋簡,784,20231130,1",112,傷害,0,0,0,0,0.0,313811,120000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.695255355062795
"CDEV,112,橋簡,798,20240926,1",112,重傷,0,1240521,0,6358400,0.0,2031483,1000000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.031042816741094,0.0,15.665287488611892,13.815511557963774
"CDEV,112,橋簡,815,20240321,1",112,傷害,0,301795,0,504000,0.0,119917,40000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.617506571417582,0.0,13.130333531178522,10.596659732783579
"CDEV,112,橋簡,854,20231130,1",112,傷害,0,0,0,0,0.0,248389,160000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.982935344196433
"CDEV,112,橋簡,860,20250807,1",112,傷害,0,22870,0,639237,0.0,294599,240000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.037625011465359,0.0,13.368032120978802,12.388398368982115
"CDEV,112,橋簡,881,20231214,1",112,傷害,0,428659,30000,0,0.0,297174,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.968419342891124,10.308985993422082,0.0,11.918397239722838
"CDEV,112,橋簡,886,20240111,1",112,重傷,0,2,151500,0,0.0,358033,190000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0986122886681098,11.928347504569842,0.0,12.154784614286667
"CDEV,112,橋簡,890,20240111,1",112,傷害,0,223620,0,120005,0.0,198080,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.317707933563286,0.0,11.695297020514225,10.819798284210286
"CDEV,112,橋簡,899,20231214,1",112,傷害,0,0,0,0,70.0,32182,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.61587214452889
"CDEV,112,橋簡,8,20230714,1",112,傷害,0,112776,0,0,0.0,117697,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.6331676965463,0.0,0.0,11.51293546492023
"CDEV,112,橋簡,902,20231207,1",112,傷害,0,0,0,0,0.0,90173,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.289794413577894
"CDEV,112,橋簡,931,20231221,1",112,傷害,0,0,0,0,0.0,122290,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"CDEV,112,橋簡,946,20231221,1",112,傷害,0,11061,0,135000,0.0,243375,66000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.311271090554623,0.0,11.813037464800539,11.097425172408931
"CDEV,112,橋簡,987,20250619,1",112,重傷,0,0,0,0,0.0,1635530,150000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.918397239722838
"CDEV,113,橋原簡,15,20250205,1",113,傷害,0,77975,338000,106615,0.0,756023,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.264156366017046,12.73080413304066,11.576988873259562,12.611541086966115
"CDEV,113,橋小,1108,20250327,1",113,傷害,0,476010,0,0,0.0,475105,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.07319624219024,0.0,0.0,10.308985993422082
"CDEV,113,橋小,1191,20250102,1",113,傷害,0,15265,0,3567,0.0,43892,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.633383412358416,0.0,8.1797604936999,10.308985993422082
"CDEV,113,橋小,1221,20250123,1",113,傷害,0,58432,0,0,0.0,58432,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.975636077718386,0.0,0.0,9.210440366976517
"CDEV,113,橋小,131,20240328,1",113,傷害,0,0,0,0,0.0,18797,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.61587214452889
"CDEV,113,橋小,1337,20250226,1",113,傷害,0,871,0,0,30.0,11110,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.77078942390898,0.0,0.0,9.61587214452889
"CDEV,113,橋小,263,20241023,1",113,傷害,0,530,0,0,0.0,13242,12000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.274762021241939,0.0,0.0,9.392745258631441
"CDEV,113,橋小,398,20240612,1",113,傷害,0,1110,0,6600,0.0,11280,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.01301578963963,0.0,8.79497643168877,9.210440366976517
"CDEV,113,橋小,479,20240729,1",113,傷害,0,0,0,0,0.0,32276,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.210440366976517
"CDEV,113,橋小,54,20240314,1",113,傷害,0,2505,0,0,0.0,37565,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.826443135456014,0.0,0.0,10.308985993422082
"CDEV,113,橋小,567,20240827,1",113,傷害,0,1290,0,0,0.0,29822,18000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.1631723908466425,0.0,0.0,9.798182590890704
"CDEV,113,橋小,596,20240815,1",113,傷害,0,0,0,0,0.0,39932,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.210440366976517
"CDEV,113,橋小,876,20241101,1",113,傷害,0,39924,0,0,0.0,39924,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10.594757973083214,0.0,0.0,9.90353755128617
"CDEV,113,橋簡,1005,20250326,1",113,傷害,0,113397,90000,0,30.0,261313,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.638659033435957,11.407576060361786,0.0,12.206077645517674
"CDEV,113,橋簡,1019,20250918,1",113,傷害,0,450,0,0,0.0,48726,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.111467339502679,0.0,0.0,9.90353755128617
"CDEV,113,橋簡,101,20250226,1",113,傷害,0,0,0,1124872,0.0,1523525,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,13.933180698359338,12.429220196836383
