JID,Year,Injury,Drunk,Medical_Fee,Care_Fee,Work_Loss,Fault_Ratio,Verdict_Total,Mental_Damage,Injury_Level,Court_KMEV,Court_KSEV,Court_NHEV,Court_PCEV,Court_SCDV,Court_SJEV,Court_SLEV,Court_TNEV,Court_TYEV,Court_臺灣南投地方法院,Court_臺灣嘉義地方法院,Court_臺灣基隆地方法院,Court_臺灣士林地方法院,Court_臺灣宜蘭地方法院,Court_臺灣屏東地方法院,Court_臺灣彰化地方法院,Court_臺灣新北地方法院,Court_臺灣新竹地方法院,Court_臺灣桃園地方法院,Court_臺灣橋頭地方法院,Court_臺灣澎湖地方法院,Court_臺灣臺中地方法院,Court_臺灣臺北地方法院,Court_臺灣臺南地方法院,Court_臺灣臺東地方法院,Court_臺灣花蓮地方法院,Court_臺灣苗栗地方法院,Court_臺灣雲林地方法院,Court_臺灣高等法院,Court_臺灣高雄地方法院,Medical_Fee_log,Care_Fee_log,Work_Loss_log,Mental_Damage_log
"CCEV,110,潮簡,372,20230522,1",110,傷害,0,1200,0,3600,20.0,107840,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0909098220799835,0.0,8.188966863648876,11.51293546492023
"CCEV,111,潮原簡,50,20230529,1",111,重傷,0,41172,41800,0,40.0,151801,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.6255379807028,10.640675541671662,0.0,12.206077645517674
"CCEV,111,潮原簡,54,20231227,1",111,重傷,0,143846,77000,1266850,60.0,2194078,4100000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.876505513704872,11.251573687764477,14.052044851756367,15.226497775576945
"CCEV,111,潮簡,1026,20230824,1",111,傷害,0,0,18000,426141,40.0,366150,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,9.798182590890704,12.962527903041629,12.611541086966115
"CCEV,111,潮簡,111,20230629,1",111,傷害,0,0,0,677953,30.0,388247,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,13.426834718013177,12.206077645517674
"CCEV,111,潮簡,221,20230202,1",111,傷害,0,3150,0,24000,0.0,99525,70000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.055475141757274,0.0,10.085850775128717,11.156264806643742
"CCEV,111,潮簡,287,20230327,1",111,傷害,0,106205,457600,1214703,20.0,1636108,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.573135883369211,13.033752904360023,14.010010983677095,12.611541086966115
"CCEV,111,潮簡,386,20231214,1",111,傷害,0,86105,594000,1319278,0.0,2443558,400000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.363334374398987,13.29463628184505,14.092595933213158,12.899222326086994
"CCEV,111,潮簡,408,20230905,1",111,重傷,0,25505,0,0,60.0,690627,300000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.146668997586845,0.0,0.0,12.611541086966115
"CCEV,111,潮簡,613,20230330,1",111,傷害,0,10032,132000,47600,0.0,387424,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.213634938925614,11.790564777297387,10.7706090484022,12.429220196836383
"CCEV,111,潮簡,649,20230302,1",111,傷害,0,9410,0,48000,0.0,388742,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.149634496858788,0.0,10.778977123006351,10.819798284210286
"CCEV,111,潮簡,650,20230302,1",111,傷害,0,9410,0,48000,0.0,388742,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.149634496858788,0.0,10.778977123006351,10.819798284210286
"CCEV,111,潮簡,661,20230119,1",111,傷害,0,0,0,6030,0.0,36030,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,8.704668113450987,10.308985993422082
"CCEV,111,潮簡,700,20230905,1",111,傷害,0,44371,0,1604462,0.0,1962781,1200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.70036391885855,0.0,14.288299679122813,13.997832948091215
"CCEV,111,潮簡,708,20230202,1",111,傷害,0,0,0,0,0.0,66810,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"CCEV,111,潮簡,709,20230202,1",111,傷害,0,0,0,0,0.0,66810,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"CCEV,111,潮簡,795,20230119,1",111,傷害,0,0,0,0,0.0,60043,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.90353755128617
"CCEV,111,潮簡,806,20230330,2",111,傷害,0,121213,2000,142800,0.0,472545,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.70531285749756,7.601402334583733,11.869207331664223,12.206077645517674
"CCEV,111,潮簡,840,20230619,1",111,傷害,0,0,2200,1627886,30.0,1362490,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,7.696667081526462,14.302793412816206,12.429220196836383
"CCEV,111,潮簡,864,20230307,3",111,傷害,0,0,0,72000,0.0,35984,110000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,11.184435286790631,11.608244735642321
"CCEV,111,潮簡,887,20250313,1",111,傷害,0,6500,0,0,0.0,1660827,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.77971129020447,0.0,0.0,12.611541086966115
"CCEV,111,潮簡,970,20230817,1",111,傷害,0,3051,14000,0,0.0,253954,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.023552392404348,9.546884034617925,0.0,10.819798284210286
"CCEV,111,潮簡,985,20230523,1",111,傷害,0,216230,1125300,0,20.0,1995233,900000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.284102559662422,13.933561113389608,0.0,13.710151153416941
"CCEV,112,潮原簡,17,20230925,1",112,傷害,0,108733,266200,0,0.0,6732293,800000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.596659811689992,12.492006941510096,0.0,13.592368256649284
"CCEV,112,潮原簡,1,20230327,1",112,傷害,0,0,216000,0,70.0,265217,180000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,12.283038316285214,0.0,12.100717685412471
"CCEV,112,潮原簡,25,20231130,1",112,傷害,0,8642,0,0,20.0,13222,70000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.064505023752638,0.0,0.0,11.156264806643742
"CCEV,112,潮原簡,29,20231127,1",112,傷害,0,69980,88000,44000,20.0,162952,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.155979055616665,11.385103457032141,10.691967639914864,11.51293546492023
"CCEV,112,潮原簡,30,20240527,1",112,傷害,0,89585,61200,0,0.0,114938,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.40295433675472,11.021918808236205,0.0,11.918397239722838
"CCEV,112,潮原簡,4,20230529,1",112,傷害,0,0,0,0,0.0,31042,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.210440366976517
"CCEV,112,潮小,591,20240329,3",112,傷害,0,0,0,0,0.0,78480,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.819798284210286
"CCEV,112,潮小,598,20231204,1",112,傷害,0,2500,0,0,0.0,31678,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.824445930877619,0.0,0.0,9.61587214452889
"CCEV,112,潮小,791,20240325,1",112,傷害,0,841,0,0,0.0,32141,25000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7357800142423265,0.0,0.0,10.12667110305036
"CCEV,112,潮簡,110,20231227,1",112,傷害,0,125663,17500,0,0.0,1197755,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.741366957377736,9.770013301136158,0.0,12.611541086966115
"CCEV,112,潮簡,140,20230613,1",112,傷害,0,1250,80000,0,0.0,224480,70000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.1316985104669115,11.289794413577894,0.0,11.156264806643742
"CCEV,112,潮簡,141,20240704,1",112,傷害,0,80029,154800,0,30.0,262783,220000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.290156843361093,11.949895700065218,0.0,12.301387370778713
"CCEV,112,潮簡,144,20230428,1",112,傷害,0,0,0,0,30.0,25262,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"CCEV,112,潮簡,1,20230518,1",112,傷害,0,22800,180000,195948,20.0,527179,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.034559673629849,12.100717685412471,12.185609700272066,12.206077645517674
"CCEV,112,潮簡,201,20230803,1",112,死亡,0,862790,0,0,0.0,1200000,2000000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.667927762288352,0.0,0.0,14.508658238524095
"CCEV,112,潮簡,202,20230509,1",112,傷害,0,513,0,0,0.0,30008,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2422232654551655,0.0,0.0,10.819798284210286
"CCEV,112,潮簡,205,20241230,1",112,重傷,0,900000,1200,0,65.0,430526,500000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.710151153416941,7.0909098220799835,0.0,13.122365377402328
"CCEV,112,潮簡,216,20230710,1",112,傷害,0,0,66000,242455,0.0,939106,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.097425172408931,12.39857552959788,12.429220196836383
"CCEV,112,潮簡,249,20230630,1",112,傷害,0,21177,31000,66000,0.0,344628,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.9607181859904,10.34177474101152,11.097425172408931,12.206077645517674
"CCEV,112,潮簡,24,20240115,1",112,傷害,0,19343,147400,1319943,20.0,1305611,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.870137572854574,11.900912042974875,14.093099869420195,12.206077645517674
"CCEV,112,潮簡,291,20240627,1",112,傷害,0,229157,17600,85600,0.0,532357,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.34216700095781,9.77571099759397,11.357452244304588,12.206077645517674
"CCEV,112,潮簡,292,20230713,1",112,傷害,0,12800,158000,0,0.0,153647,60000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.45727857185611,11.970356641102999,0.0,11.002116507732017
"CCEV,112,潮簡,310,20230721,1",112,傷害,0,84866,213400,0,30.0,315337,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.348840604159392,12.270928303874424,0.0,12.206077645517674
"CCEV,112,潮簡,322,20230531,1",112,傷害,0,0,0,0,0.0,347100,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.90353755128617
"CCEV,112,潮簡,351,20230814,1",112,傷害,0,189041,0,140558,0.0,412611,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.1497244915763,0.0,11.853382608436126,11.918397239722838
"CCEV,112,潮簡,422,20240108,1",112,重傷,0,216061,107348,0,0.0,707289,250000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.28332068251609,11.583840487939831,0.0,12.429220196836383
"CCEV,112,潮簡,486,20240227,1",112,重傷,0,209764,5929651,301882,0.0,4901850,1200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.253743135479263,15.595476084597596,12.617794804073025,13.997832948091215
"CCEV,112,潮簡,513,20240415,1",112,傷害,0,0,93600,478921,50.0,765325,400000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.446796346169297,13.079293023884869,12.899222326086994
"CCEV,112,潮簡,525,20230925,1",112,重傷,0,22068,138450,0,0.0,460518,300000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.00192918784816,11.838271751397148,0.0,12.611541086966115
"CCEV,112,潮簡,532,20231221,1",112,傷害,1,3180,0,1078,20.0,34518,15000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.064950891749143,0.0,6.983789965258135,9.61587214452889
"CCEV,112,潮簡,549,20240703,1",112,傷害,0,199626,132000,0,50.0,205216,600000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.204205904252348,11.790564777297387,0.0,13.304686600863562
"CCEV,112,潮簡,578,20240329,3",112,重傷,0,0,0,0,0.0,2423317,1065000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,13.878486296092358
"CCEV,112,潮簡,606,20240115,1",112,傷害,0,157545,322500,0,50.0,204795,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.96747275809765,12.683861515988351,0.0,12.206077645517674
"CCEV,112,潮簡,610,20240422,1",112,傷害,0,3066,88200,0,0.0,352946,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.028455164114252,11.38737357979909,0.0,12.611541086966115
"CCEV,112,潮簡,640,20240902,1",112,傷害,0,169868,94600,3052046,0.0,4045208,1000000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.042782830741375,11.457423325808623,14.931323071005787,13.815511557963774
"CCEV,112,潮簡,656,20250925,1",112,傷害,0,28113,193000,86190,0.0,446105,446105,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.244022951891711,12.170450649220749,11.364321042848184,13.008311870925032
"CCEV,112,潮簡,754,20240704,1",112,傷害,0,21500,12000,0,70.0,56131,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.975854724662028,9.392745258631441,0.0,11.918397239722838
"CCEV,112,潮簡,906,20240229,1",112,傷害,0,119558,72000,128550,0.0,399347,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.691565252361558,11.184435286790631,11.76408099173807,11.918397239722838
"CCEV,112,潮簡,911,20241205,1",112,重傷,1,137160,1944000,0,80.0,490197,500000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.828910697305602,14.48025877840568,0.0,13.122365377402328
"CCEV,113,潮原簡,36,20250519,1",113,傷害,0,0,91200,0,30.0,42917,90000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.420821140914589,0.0,11.407576060361786
"CCEV,113,潮原簡,71,20250606,1",113,傷害,0,5142,0,28000,30.0,100706,60000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.545391845774915,0.0,10.239995502805316,11.002116507732017
"CCEV,113,潮原簡,77,20250321,1",113,傷害,0,197047,192000,0,0.0,543035,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.191202632863446,12.165255859329688,0.0,11.918397239722838
"CCEV,113,潮小,383,20241209,1",113,傷害,0,526,0,0,60.0,15610,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.267200548541362,0.0,0.0,10.308985993422082
"CCEV,113,潮簡,127,20240308,1",113,重傷,0,148873,0,0,50.0,217233,300000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.910855589590541,0.0,0.0,12.611541086966115
"CCEV,113,潮簡,140,20240417,1",113,傷害,0,140000,0,0,30.0,72000,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.849404844423074,0.0,0.0,10.819798284210286
"CCEV,113,潮簡,163,20240509,1",113,傷害,0,7426,0,123600,30.0,592358,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.912877287669296,0.0,11.724813914587886,12.206077645517674
"CCEV,113,潮簡,200,20240429,1",113,傷害,0,17458,10000,0,0.0,110140,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.767610553984774,9.210440366976517,0.0,11.51293546492023
"CCEV,113,潮簡,212,20240429,1",113,傷害,0,113740,114400,54602,0.0,476137,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.641679212803854,11.647465099148372,10.907844105278517,12.429220196836383
"CCEV,113,潮簡,223,20240523,1",113,傷害,0,212084,60000,0,30.0,264935,180000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.26474241669405,11.002116507732017,0.0,12.100717685412471
"CCEV,113,潮簡,24,20240321,1",113,傷害,0,872,233200,0,0.0,420927,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.771935555839602,12.359656021613945,0.0,10.819798284210286
"CCEV,113,潮簡,25,20250804,1",113,傷害,0,0,0,0,0.0,229520,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.51293546492023
"CCEV,113,潮簡,372,20240819,1",113,傷害,0,86834,0,0,0.0,168135,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.371765045181215,0.0,0.0,11.289794413577894
"CCEV,113,潮簡,373,20241216,1",113,傷害,0,4390,0,1920,70.0,17368,40000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.387312270561717,0.0,7.560601162768557,10.596659732783579
"CCEV,113,潮簡,391,20250428,1",113,死亡,0,0,0,0,15.0,1200000,200000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,12.206077645517674
"CCEV,113,潮簡,432,20241028,1",113,傷害,0,5668,0,0,40.0,118056,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.642768014324304,0.0,0.0,10.819798284210286
"CCEV,113,潮簡,468,20241213,1",113,傷害,0,144313,0,0,70.0,105117,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.879746760152837,0.0,0.0,11.918397239722838
"CCEV,113,潮簡,574,20240926,1",113,傷害,0,1000,0,0,0.0,51000,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.90875477931522,0.0,0.0,10.819798284210286
"CCEV,113,潮簡,587,20241219,1",113,傷害,0,975664,376200,0,30.0,503525,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.790874568770768,12.837878854006087,0.0,12.611541086966115
"CCEV,113,潮簡,58,20240403,1",113,傷害,0,76520,10000,0,70.0,127161,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.245320491947627,9.210440366976517,0.0,11.918397239722838
"CCEV,113,潮簡,596,20241202,1",113,傷害,0,553331,0,0,60.0,464282,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.22371346202316,0.0,0.0,12.611541086966115
"CCEV,113,潮簡,633,20241212,1",113,死亡,0,0,0,0,0.0,25425,1800000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,14.403297778421795
"CCEV,113,潮簡,678,20250605,1",113,傷害,0,55578,0,0,0.0,398332,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.925560711051151,0.0,0.0,12.611541086966115
"CCEV,113,潮簡,697,20241114,1",113,傷害,0,71000,0,0,0.0,252356,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.170449240431308,0.0,0.0,11.51293546492023
"CCEV,113,潮簡,710,20250102,1",113,傷害,0,195745,109400,0,30.0,300313,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.184573179416937,11.602775309696066,0.0,11.289794413577894
"CCEV,113,潮簡,756,20250505,1",113,傷害,0,1466,0,0,20.0,43973,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2909747781429814,0.0,0.0,10.819798284210286
"CCEV,113,潮簡,768,20250120,1",113,傷害,0,218675,0,0,0.0,84375,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.295346461274056,0.0,0.0,9.90353755128617
"CCEV,113,潮簡,789,20250421,1",113,傷害,0,0,2000,0,60.0,322114,250000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,7.601402334583733,0.0,12.429220196836383
"CCEV,113,潮簡,792,20250717,1",113,重傷,0,70672,0,60381,30.0,244183,200000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.16581888361168,0.0,11.008446326263101,12.206077645517674
"CCEV,113,潮簡,797,20241209,1",113,傷害,0,114618,72000,0,0.0,286618,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.649368863586776,11.184435286790631,0.0,11.51293546492023
"CCEV,113,潮簡,830,20250626,1",113,重傷,0,37750,283800,215065,20.0,1342437,1000000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.53876724439254,12.556028567310046,12.278700236746266,13.815511557963774
"CCEV,113,潮簡,849,20250424,1",113,傷害,0,162901,244800,1269389,30.0,1630630,500000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.00090407198561,12.408200914579284,14.054047028085963,13.122365377402328
"CCEV,113,潮簡,888,20250619,1",113,重傷,0,117567,172500,10800,0.0,518824,450000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.674772168574798,12.058158312538197,9.287394001418473,13.017005083966255
"CCEV,113,潮簡,917,20250213,1",113,死亡,0,434345,0,0,0.0,434345,1500000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.981596730482545,0.0,0.0,14.220976332738882
"CCEV,113,潮簡,92,20240530,1",113,傷害,0,0,0,101000,0.0,341886,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,11.522885696764481,11.918397239722838
"CCEV,114,潮原簡,11,20250728,1",114,傷害,0,0,240000,0,50.0,157283,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,12.388398368982115,0.0,11.918397239722838
"CCEV,114,潮原簡,22,20250930,1",114,傷害,0,0,0,0,0.0,46960,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
